Study,Species,Age\Sex\Size_of_Predator,Sample_size,Sample_type,State\Province,Subregion,Region_code,Year_Start,Year_End,Months,Reference,Diet_data,Age\Size_of_prey,N_prey_items ,Count_type_(FO=frequency_of_occurrence\SSFO=split_sample_frequency_of_occurence\V=volume\M=model\O=feeding event\C=number_count),Percent_salmon,95_Percent_CIs,Percent_chinook ,95_ Percent_CIs,Anecdotal_chinook_abundance(if_species_mentioned\chinook_column_blank),Citation,URL,Comment,Double_count_(RefStudyNum(\s) 
9,Harbor Seal,M\F,243,scat sample,Washington,Puget Sound (Hood Canal),D,2005,2005,7--12 ,Lance and Jeffries 2009,scat sample (otolith\ bone),,408,FO,21.0,,0.8,,,Lance  M. M.  and Jeffries  S. J. (2009). Harbor seal diet in Hood Canal  south Puget Sound and the San Juan Island archipelago. WDFW Wildlife Program Science Division.,http://wdfw.wa.gov/publications/01423/wdfw01423.pdf,Table 5. Percent frequency of occurrence (FO) of prey species identified using all structures (bone and otoliths) in harbor seal scats during fall (July – early December) of 1998\ 1999\ 2000\ 2001\ 2003 and 2004 by year in Hood Canal- Washington,
10,Harbor Seal,M\F,591,scat sample,Washington,Puget Sound (Hood Canal),D,1998,1998,7--11 ,London et al. 2002,scat sample (otolith\ bone),,1082,FO,25.4,,,,14 out of 146 samples containing salmonid remains contained otoliths and of those 5 samples contained chinook otoliths,London  J. M.  Lance  M. M.  and Jeffries  S. (2002). feeding events of harbor seal predation on Hood Canal salmonids from 1998 to 2000. Washington Department of Fish and Wildlife.,http://www.biol.wwu.edu/mbel/media/pdfs/London_01_Pvit_predation.pdf,Table 11. Percent frequency of occurrence (FO) of prey species identified using all structures (bone and otoliths) in Pacific harbor seal scat during fall (July-November) of 1998\ 1999\ and 2000 in Hood Canal-Washington,
10,Harbor Seal,M\F,393,scat sample,Washington,Puget Sound (Hood Canal),D,1999,1999,7--11 ,London et al. 2002,scat sample (otolith\ bone),,758,FO,29.0,,,,14 out of 146 samples containing salmonid remains contained otoliths and of those 5 samples contained chinook otoliths,London  J. M.  Lance  M. M.  and Jeffries  S. (2002). feeding events of harbor seal predation on Hood Canal salmonids from 1998 to 2000. Washington Department of Fish and Wildlife.,http://www.biol.wwu.edu/mbel/media/pdfs/London_01_Pvit_predation.pdf,Table 11. Percent frequency of occurrence (FO) of prey species identified using all structures (bone and otoliths) in Pacific harbor seal scat during fall (July-November) of 1998\ 1999\ and 2000 in Hood Canal-Washington,
10,Harbor Seal,M\F,596,scat sample,Washington,Puget Sound (Hood Canal),D,2000,2000,7--11 ,London et al. 2002,scat sample (otolith\ bone),,1240,FO,24.5,,,,14 out of 146 samples containing salmonid remains contained otoliths and of those 5 samples contained chinook otoliths,London  J. M.  Lance  M. M.  and Jeffries  S. (2002). feeding events of harbor seal predation on Hood Canal salmonids from 1998 to 2000. Washington Department of Fish and Wildlife.,http://www.biol.wwu.edu/mbel/media/pdfs/London_01_Pvit_predation.pdf,Table 6. Percent frequency of occurrence (FO) of prey species identified using all structures (bone and otoliths) in Pacific harbor seal scats collected in Hood Canal- Washington  overall and by river system during fall (late July-mid November) 2000.,
11,Harbor Seal,M\ F,95,scat sample,Oregon,North coast (Netarts Bay\Whiskey Cr.),B,1977,1979,8--10,Brown and Mate 1983,scat\otoliths,,,FO,1.0,,,,Chinook not likely an important prey item as seasonal peaks of harbor seal abundance did not coincide with chinook or other salmon runs. ,Brown  R.  and B. Mate. 1983. Abundance  movements and feeding habits of harbor seals  Phoca vitulina  at Netarts and Tillamook Bays  Oregon. Fish. Bull.  U.S.  81:291_301. ,http://www.nwfsc.noaa.gov/publications/scipubs/techmemos/tm28/appg.htm,Appendix G Summary of Food Habit Studies of Pacific Harbor Seals in Washington\ Oregon\ and California Since 1970. Prey species noted are those which occurred in more than 10percent of samples (except salmonids).,
12,Killer Whale,Adult M (50percent) F (50percent),8,stomach sample,British Columbia ,NE Vancouver Island and Queen Charlotte Islands,D\E,1973,1996,4--12,Ford et al. 1998,stomach sample content,,65,FO,87.5,,50.0,,,Ford  J. K.  Ellis  G. M.  Barrett-Lennard  L. G.  Morton  A. B.  Palm  R. S.  and Balcomb III  K. C. (1998). Dietary specialization in two sympatric populations of killer whales (Orcinus orca) in coastal British Columbia and adjacent waters. Canadian Journal of Zoology  76(8)  1456-1471.,http://www.beamreach.org/data/091/science/processing/erica/Articles/dietary%20specialization.pdf,Table 5. Diet information from beached carcasses of 12 killer whales. (1973-1981),
12,Killer Whale,F,1,stomach sample,British Columbia ,NE Vancouver Island,D\E,1990,1990,12,Ford et al. 1998,stomach sample content,,59,FO,32.2,,30.5,,,Ford  J. K.  Ellis  G. M.  Barrett-Lennard  L. G.  Morton  A. B.  Palm  R. S.  and Balcomb III  K. C. (1998). Dietary specialization in two sympatric populations of killer whales (Orcinus orca) in coastal British Columbia and adjacent waters. Canadian Journal of Zoology  76(8)  1456-1471.,http://www.beamreach.org/data/091/science/processing/erica/Articles/dietary%20specialization.pdf,Table 5. Diet information from beached carcasses of 12 killer whales. (1973-1981),
12,Killer Whale,F,1,stomach sample,British Columbia ,Queen Charlotte Islands,E,1995,1995,7,Ford et al. 1998,stomach sample content,,16,FO,6.3,,6.3,,,Ford  J. K.  Ellis  G. M.  Barrett-Lennard  L. G.  Morton  A. B.  Palm  R. S.  and Balcomb III  K. C. (1998). Dietary specialization in two sympatric populations of killer whales (Orcinus orca) in coastal British Columbia and adjacent waters. Canadian Journal of Zoology  76(8)  1456-1471.,http://www.beamreach.org/data/091/science/processing/erica/Articles/dietary%20specialization.pdf,Table 5. Diet information from beached carcasses of 12 killer whales. (1973-1981),
12,Killer Whale,F,1,stomach sample,British Columbia ,NE Vancouver Island,D\E,1996,1996,5,Ford et al. 1998,stomach sample content,,2,FO,50.0,,50.0,,,Ford  J. K.  Ellis  G. M.  Barrett-Lennard  L. G.  Morton  A. B.  Palm  R. S.  and Balcomb III  K. C. (1998). Dietary specialization in two sympatric populations of killer whales (Orcinus orca) in coastal British Columbia and adjacent waters. Canadian Journal of Zoology  76(8)  1456-1471.,http://www.beamreach.org/data/091/science/processing/erica/Articles/dietary%20specialization.pdf,Table 5. Diet information from beached carcasses of 12 killer whales. (1973-1981),
12,Killer Whale,M\F,135,feeding event,British Columbia and SE Alaska,All (coast and islands),D\E,1973,1996,Year,Ford et al. 1998,feeding event,3.76yr- 6.8kg (Table 3),135,FO,97.8,,44.4,,,Ford  J. K.  Ellis  G. M.  Barrett-Lennard  L. G.  Morton  A. B.  Palm  R. S.  and Balcomb III  K. C. (1998). Dietary specialization in two sympatric populations of killer whales (Orcinus orca) in coastal British Columbia and adjacent waters. Canadian Journal of Zoology  76(8)  1456-1471.,http://www.beamreach.org/data/091/science/processing/erica/Articles/dietary%20specialization.pdf,Table 2. Prey involved in observed predation events (kills and harassments) by resident killer whales. (78percent) involved whales of the northern resident community and 35 (22percent) involved southern resident animals. Slightly more than half of the predation events were observed off northeastern Vancouver Island  the remainder being divided evenly between the waters off southeastern Vancouver Island and the northern mainland coast of British Columbia (Table 1). feeding events were strongly biased seasonally toward the summer  80percent of predatory events being documented during the months of June–September (Fig. 2).,
13,Steller Sea lion,M\F,158,stomach sample,Alaska,Gulf of Alaska,G,1945,1960,Year,Calkins et al. 1982,stomach sample content,,224,FO,1.3,1.7,,,salmon not identified to species,Calkins  D. G.  Pitcher  K. W.  Schneider  K. B.  and Murray  N. (1982).Population assessment  ecology and trophic relationships of Steller sea lions in the Gulf of Alaska. Outer Continental Shelf Environmental Assessment Program  US Department of the Interior  Bureau of Land Management.,http://www.data.boem.gov/PI/PDFImages/ESPIS/0/310.pdf,Table 12. Comparative diet analysis from earlier studies.*Only stomach samples with food reported.,
13,Steller Sea lion,M\F,6,stomach sample,Alaska,Gulf of Alaska,G,1975,1980,Year,Calkins et al. 1982,stomach sample content,,6,FO,33.3,47.1,,,salmon not identified to species,Calkins  D. G.  Pitcher  K. W.  Schneider  K. B.  and Murray  N. (1982).Population assessment  ecology and trophic relationships of Steller sea lions in the Gulf of Alaska. Outer Continental Shelf Environmental Assessment Program  US Department of the Interior  Bureau of Land Management.,http://www.data.boem.gov/PI/PDFImages/ESPIS/0/310.pdf,Table 11. Seasonal occurrences of principal prey (N ≤ 4) of Steller sea lions from the Alaska Peninsula area.,
13,Steller Sea lion,M\F,153,stomach sample,Alaska,Gulf of Alaska,G,1975,1980,Year,Calkins et al. 1982,stomach sample content,,261,FO,2.3,2.0,,,salmon not identified to species,Calkins  D. G.  Pitcher  K. W.  Schneider  K. B.  and Murray  N. (1982).Population assessment  ecology and trophic relationships of Steller sea lions in the Gulf of Alaska. Outer Continental Shelf Environmental Assessment Program  US Department of the Interior  Bureau of Land Management.,http://www.data.boem.gov/PI/PDFImages/ESPIS/0/310.pdf,Table 8. stomach sample contents of 153 Steller sea lions” collected in the Gulf of Alaska\ all areas and seasons combined. ,
13,Steller Sea lion,M\F,49,stomach sample,Alaska,Kodiak Island,G,1975,1980,1--3,Calkins et al. 1982,stomach sample content,,4,FO,0.0,,,,salmon not identified to species,Calkins  D. G.  Pitcher  K. W.  Schneider  K. B.  and Murray  N. (1982).Population assessment  ecology and trophic relationships of Steller sea lions in the Gulf of Alaska. Outer Continental Shelf Environmental Assessment Program  US Department of the Interior  Bureau of Land Management.,http://www.data.boem.gov/PI/PDFImages/ESPIS/0/310.pdf,Table 10. Seasonal occurrences of principal prey (N ≤ 4) of Steller sea lions from the Kodiak Island area. *(stomach samples with contents- all seasons combined -Seasonal sample size not reported so combined sample size given).,14
13,Steller Sea lion,M\F,49,stomach sample,Alaska,Kodiak Island,G,1975,1980,4--6,Calkins et al. 1982,stomach sample content,,36,FO,2.8,6.8,,,salmon not identified to species,Calkins  D. G.  Pitcher  K. W.  Schneider  K. B.  and Murray  N. (1982).Population assessment  ecology and trophic relationships of Steller sea lions in the Gulf of Alaska. Outer Continental Shelf Environmental Assessment Program  US Department of the Interior  Bureau of Land Management.,http://www.data.boem.gov/PI/PDFImages/ESPIS/0/310.pdf,Table 10. Seasonal occurrences of principal prey (N ≤ 4) of Steller sea lions from the Kodiak Island area. *(stomach samples with contents- all seasons combined -Seasonal sample size not reported so combined sample size given).,14
13,Steller Sea lion,M\F,49,stomach sample,Alaska,Kodiak Island,G,1975,1980,7--9,Calkins et al. 1982,stomach sample content,,16,FO,18.8,20.7,,,salmon not identified to species,Calkins  D. G.  Pitcher  K. W.  Schneider  K. B.  and Murray  N. (1982).Population assessment  ecology and trophic relationships of Steller sea lions in the Gulf of Alaska. Outer Continental Shelf Environmental Assessment Program  US Department of the Interior  Bureau of Land Management.,http://www.data.boem.gov/PI/PDFImages/ESPIS/0/310.pdf,Table 10. Seasonal occurrences of principal prey (N ≤ 4) of Steller sea lions from the Kodiak Island area. *(stomach samples with contents- all seasons combined -Seasonal sample size not reported so combined sample size given).,14
13,Steller Sea lion,M\F,49,stomach sample,Alaska,Kodiak Island,G,1975,1980,10--12,Calkins et al. 1982,stomach sample content,,30,FO,0.0,,,,salmon not identified to species,Calkins  D. G.  Pitcher  K. W.  Schneider  K. B.  and Murray  N. (1982).Population assessment  ecology and trophic relationships of Steller sea lions in the Gulf of Alaska. Outer Continental Shelf Environmental Assessment Program  US Department of the Interior  Bureau of Land Management.,http://www.data.boem.gov/PI/PDFImages/ESPIS/0/310.pdf,Table 10. Seasonal occurrences of principal prey (N ≤ 4) of Steller sea lions from the Kodiak Island area. *(stomach samples with contents- all seasons combined -Seasonal sample size not reported so combined sample size given).,14
14,Steller Sea lion,M\F,49,stomach sample,Alaska,Kodiak Island,G,1975,1980,Year,Calkins et al. 1982,stomach sample content,,86,FO,4.7,5.0,,,salmon not identified to species,Calkins  D. G.  Pitcher  K. W.  Schneider  K. B.  and Murray  N. (1982).Population assessment  ecology and trophic relationships of Steller sea lions in the Gulf of Alaska. Outer Continental Shelf Environmental Assessment Program  US Department of the Interior  Bureau of Land Management.,http://www.data.boem.gov/PI/PDFImages/ESPIS/0/310.pdf,Table 11. Seasonal occurrences of principal prey (N ≤ 4) of Steller sea lions from the Kodiak Island area.,13
15,Harbor Seal,M\ F,107,scat sample,California,North SF Bay,A,2007,2008,Year,Gibble 2011,scat sample,,,FO,13.3,,,,salmon not identified to species,Gibble  C. M. (2011). Food habits of harbor seals (Phoca vitulina richardii) in San Francisco Bay  California. San Jose State University.,http://scholarworks.sjsu.edu/cgi/viewcontent.cgi?article=5047&context=etd_theses,Table 5. Diet composition of harbor seals for NSFB haul-out locations (Yerba Buena Island and Castro Rocks) during pupping and non-pupping seasons based on analysis of fecal samples (n=107) collected in San Francisco Bay- California- from June 2007 to July 2008.,
15,Harbor Seal,M\ F,266,scat sample,California,SF Bay,A,2007,2008,Year,Gibble 2011,scat sample,,,FO,3.8,,,,salmon not identified to species,Gibble  C. M. (2011). Food habits of harbor seals (Phoca vitulina richardii) in San Francisco Bay  California. San Jose State University.,http://scholarworks.sjsu.edu/cgi/viewcontent.cgi?article=5047&context=etd_theses,Table 4. Diet composition of harbor seals for SFB during pupping and non-pupping seasons based on analysis of fecal samples (n=266) collected in San Francisco Bay- California.,
15,Harbor Seal,M\ F,230,scat sample,California,South SF Bay,A,2007,2008,Year,Gibble 2011,scat sample,,,FO,9.1,,,,salmon not identified to species,Gibble  C. M. (2011). Food habits of harbor seals (Phoca vitulina richardii) in San Francisco Bay  California. San Jose State University.,http://scholarworks.sjsu.edu/cgi/viewcontent.cgi?article=5047&context=etd_theses,Table 3. Diet composition of harbor seals for SSFB locations (Corkscrew Slough- Mowry Slough- Bair Island) during pupping and non-pupping seasons based on analysis of fecal samples (n=230) collected in San Francisco Bay- California- from June 2007 to July  2008.,
16,Harbor Seal,M\ F,296,scat sample,Oregon,Coos Bay,B,1978,1981,5--9,Graybill 1981,scat sample,,1624,FO,0.5,,0.0,,chinook not mentioned but other salmon species identified (zero chinook entered but not reported in paper),Graybill  M. R. (1981). Haul out patterns and diet of harbor seals  Phoca vitulina  in Coos County  Oregon. Thesis (M.S.)--University of Oregon.,https://scholarsbank.uoregon.edu/xmlui/bitstream/handle/1794/9235/Graybill.pdf?sequence=1,Table 3.  ,
